Fecha,DiaRegion,SemanaRegion,RegionPeru,Positivos,PositivosDiaAnt,PositivosNuevos,Decesos,DecesosDiaAnt,DecesosNuevos,Observaciones
9/04/2020,35,6,Lima,3704,3016,688,82,72,10,
9/04/2020,26,4,Callao,413,320,93,16,13,3,
9/04/2020,24,4,Loreto,315,290,25,5,4,1,
9/04/2020,26,4,Lambayeque,302,246,56,6,5,1,
9/04/2020,26,4,La Libertad,96,82,14,6,5,1,
9/04/2020,32,5,Arequipa,77,74,3,4,4,0,
9/04/2020,28,5,Cusco,55,54,1,3,3,0,
9/04/2020,26,4,Ancash,57,50,7,4,3,1,
9/04/2020,26,4,Piura,53,41,12,3,3,0,
9/04/2020,21,4,Junin,42,42,0,1,1,0,
9/04/2020,30,5,Ica,34,28,6,2,2,0,
9/04/2020,17,3,Tumbes,27,27,0,4,4,0,
9/04/2020,18,3,San Martin,15,11,4,1,1,0,
9/04/2020,16,3,Cajamarca,11,10,1,0,0,0,
9/04/2020,2,1,Amazonas,10,11,-1,0,0,0,
9/04/2020,12,2,Tacna,9,9,0,0,0,0,
9/04/2020,31,5,Huanuco,9,7,2,0,0,0,
9/04/2020,9,2,Huancavelica,7,7,0,1,1,0,
9/04/2020,12,2,Ayacucho,7,5,2,0,0,0,
9/04/2020,14,3,Pasco,5,5,0,0,0,0,
9/04/2020,23,4,Madre de Dios,3,2,1,0,0,0,
9/04/2020,5,1,Moquegua,3,3,0,0,0,0,
9/04/2020,7,2,Apurimac,1,1,0,0,0,0,
9/04/2020,3,1,Puno,1,1,0,0,0,0,
10/04/2020,36,6,Lima,4210,3704,506,87,82,5,
10/04/2020,27,4,Callao,465,413,52,16,16,0,
10/04/2020,25,4,Loreto,315,315,0,5,5,0,
10/04/2020,27,4,Lambayeque,302,302,0,32,6,26,
10/04/2020,27,4,La Libertad,101,96,5,6,6,0,
10/04/2020,33,5,Arequipa,83,77,6,4,4,0,
10/04/2020,27,4,Piura,68,53,15,3,3,0,
10/04/2020,27,4,Ancash,67,57,10,4,4,0,
10/04/2020,29,5,Cusco,57,55,2,3,3,0,
10/04/2020,22,4,Junin,56,42,14,1,1,0,
10/04/2020,31,5,Ica,37,34,3,2,2,0,
10/04/2020,18,3,Tumbes,27,27,0,4,4,0,
10/04/2020,19,3,San Martin,18,15,3,1,1,0,
10/04/2020,3,1,Amazonas,16,10,6,0,0,0,
10/04/2020,1,1,Ucayali,12,0,12,0,0,0,
10/04/2020,17,3,Cajamarca,11,11,0,0,0,0,
10/04/2020,13,2,Tacna,9,9,0,0,0,0,
10/04/2020,32,5,Huanuco,9,9,0,0,0,0,
10/04/2020,13,2,Ayacucho,9,7,2,0,0,0,
10/04/2020,15,3,Pasco,8,5,3,0,0,0,
10/04/2020,10,2,Huancavelica,7,7,0,1,1,0,
10/04/2020,24,4,Madre de Dios,3,3,0,0,0,0,
10/04/2020,6,1,Moquegua,3,3,0,0,0,0,
10/04/2020,8,2,Apurimac,3,1,2,0,0,0,
10/04/2020,4,1,Puno,1,1,0,0,0,0,
11/04/2020,37,6,Lima,4933,4210,723,93,87,6,Prorrateo
11/04/2020,28,5,Callao,541,465,76,18,16,2,Prorrateo
11/04/2020,28,5,Lambayeque,326,302,24,32,32,0,
11/04/2020,26,4,Loreto,315,315,0,6,5,1,Prorrateo
11/04/2020,28,5,La Libertad,108,101,7,6,6,0,
11/04/2020,28,5,Piura,91,68,23,5,3,2,Prorrateo
11/04/2020,28,5,Ancash,88,67,21,5,4,1,Prorrateo
11/04/2020,34,5,Arequipa,85,83,2,4,4,0,
11/04/2020,19,3,Tumbes,68,27,41,4,4,0,
11/04/2020,23,4,Junin,58,56,2,1,1,0,
11/04/2020,30,5,Cusco,58,57,1,3,3,0,
11/04/2020,32,5,Ica,47,37,10,2,2,0,
11/04/2020,4,1,Amazonas,22,16,6,0,0,0,
11/04/2020,20,3,San Martin,20,18,2,1,1,0,
11/04/2020,2,1,Ucayali,14,12,2,0,0,0,
11/04/2020,14,3,Ayacucho,13,9,4,0,0,0,
11/04/2020,18,3,Cajamarca,11,11,0,0,0,0,
11/04/2020,14,3,Tacna,9,9,0,0,0,0,
11/04/2020,33,5,Huanuco,9,9,0,0,0,0,
11/04/2020,16,3,Pasco,9,8,1,0,0,0,
11/04/2020,7,2,Moquegua,8,3,5,0,0,0,
11/04/2020,11,2,Huancavelica,7,7,0,1,1,0,
11/04/2020,25,4,Madre de Dios,4,3,1,0,0,0,
11/04/2020,9,2,Apurimac,3,3,0,0,0,0,
11/04/2020,5,1,Puno,1,1,0,0,0,0,
12/04/2020,38,6,Lima,5456,4933,523,100,93,7,
12/04/2020,29,5,Callao,596,541,55,20,18,2,
12/04/2020,27,4,Loreto,322,315,7,7,6,1,
12/04/2020,29,5,Lambayeque,355,326,29,32,32,0,
12/04/2020,29,5,La Libertad,110,108,2,6,6,0,
12/04/2020,29,5,Piura,104,91,13,7,5,2,
12/04/2020,29,5,Ancash,102,88,14,5,5,0,
12/04/2020,35,6,Arequipa,86,85,1,4,4,0,
12/04/2020,20,3,Tumbes,69,68,1,4,4,0,
12/04/2020,24,4,Junin,64,58,6,1,1,0,
12/04/2020,31,5,Cusco,59,58,1,3,3,0,
12/04/2020,33,5,Ica,58,47,11,2,2,0,
12/04/2020,21,4,San Martin,23,20,3,1,1,0,
12/04/2020,5,1,Amazonas,19,22,-3,0,0,0,
12/04/2020,3,1,Ucayali,15,14,1,0,0,0,
12/04/2020,15,3,Ayacucho,11,13,-2,0,0,0,
12/04/2020,17,3,Pasco,11,9,2,0,0,0,
12/04/2020,19,3,Cajamarca,11,11,0,0,0,0,
12/04/2020,34,5,Huanuco,10,9,1,0,0,0,
12/04/2020,8,2,Moquegua,10,8,2,0,0,0,
12/04/2020,15,3,Tacna,9,9,0,0,0,0,
12/04/2020,12,2,Huancavelica,9,7,2,1,1,0,
12/04/2020,10,2,Apurimac,5,3,2,0,0,0,
12/04/2020,26,4,Madre de Dios,3,4,-1,0,0,0,
12/04/2020,6,1,Puno,2,1,1,0,0,0,
13/04/2020,39,6,Lima,7458,5456,2002,110,100,10,Prorrateo
13/04/2020,30,5,Callao,733,596,137,20,20,0,
13/04/2020,28,5,Loreto,340,322,18,9,7,2,Prorrateo
13/04/2020,30,5,Lambayeque,392,355,37,40,32,8,Prorrateo
13/04/2020,30,5,La Libertad,115,110,5,6,6,0,Prorrateo
13/04/2020,30,5,Piura,120,104,16,9,7,2,Prorrateo
13/04/2020,30,5,Ancash,110,102,8,5,5,0,Prorrateo
13/04/2020,36,6,Arequipa,98,86,12,5,4,1,Prorrateo
13/04/2020,21,4,Tumbes,72,69,3,4,4,0,
13/04/2020,25,4,Junin,68,64,4,1,1,0,
13/04/2020,32,5,Cusco,59,59,0,3,3,0,
13/04/2020,34,5,Ica,58,58,0,2,2,0,
13/04/2020,22,4,San Martin,23,23,0,1,1,0,
13/04/2020,6,1,Amazonas,25,19,6,0,0,0,
13/04/2020,4,1,Ucayali,17,15,2,0,0,0,
13/04/2020,16,3,Ayacucho,11,11,0,0,0,0,
13/04/2020,18,3,Pasco,11,11,0,0,0,0,
13/04/2020,20,3,Cajamarca,11,11,0,0,0,0,
13/04/2020,35,6,Huanuco,15,10,5,0,0,0,
13/04/2020,9,2,Moquegua,12,10,2,0,0,0,
13/04/2020,16,3,Tacna,9,9,0,0,0,0,
13/04/2020,13,2,Huancavelica,10,9,1,1,1,0,
13/04/2020,11,2,Apurimac,5,5,0,0,0,0,
13/04/2020,27,4,Madre de Dios,10,3,7,0,0,0,
13/04/2020,7,2,Puno,2,2,0,0,0,0,
14/04/2020,40,6,Lima,7476,7458,18,114,110,4,
14/04/2020,31,5,Callao,908,733,175,20,20,0,
14/04/2020,31,5,Lambayeque,427,392,35,44,40,4,
14/04/2020,29,5,Loreto,357,340,17,9,9,0,
14/04/2020,31,5,Piura,224,120,104,14,9,5,
14/04/2020,31,5,La Libertad,166,115,51,7,6,1,
14/04/2020,31,5,Ancash,124,110,14,5,5,0,
14/04/2020,33,5,Cusco,106,59,47,3,3,0,
14/04/2020,37,6,Arequipa,99,98,1,5,5,0,
14/04/2020,35,6,Ica,76,58,18,2,2,0,
14/04/2020,22,4,Tumbes,69,72,-3,4,4,0,
14/04/2020,26,4,Junin,68,68,0,1,1,0,
14/04/2020,5,1,Ucayali,32,17,15,0,0,0,
14/04/2020,7,2,Amazonas,25,25,0,0,0,0,
14/04/2020,23,4,San Martin,23,23,0,1,1,0,
14/04/2020,21,4,Cajamarca,19,11,8,0,0,0,
14/04/2020,28,5,Madre de Dios,19,10,9,0,0,0,
14/04/2020,36,6,Huanuco,15,15,0,0,0,0,
14/04/2020,17,3,Ayacucho,15,11,4,0,0,0,
14/04/2020,10,2,Moquegua,13,12,1,0,0,0,
14/04/2020,19,3,Pasco,11,11,0,0,0,0,
14/04/2020,14,3,Huancavelica,10,10,0,1,1,0,
14/04/2020,12,2,Apurimac,10,5,5,0,0,0,
14/04/2020,17,3,Tacna,9,9,0,0,0,0,
14/04/2020,8,2,Puno,2,2,0,0,0,0,
15/04/2020,41,6,Lima,8412,7476,936,117,114,3,
15/04/2020,32,5,Callao,939,908,31,24,20,4,
15/04/2020,32,5,Lambayeque,428,427,1,53,44,9,
15/04/2020,30,5,Loreto,396,357,39,10,9,1,
15/04/2020,32,5,Piura,229,224,5,14,14,0,
15/04/2020,32,5,La Libertad,184,166,18,7,7,0,
15/04/2020,32,5,Ancash,144,124,20,5,5,0,
15/04/2020,34,5,Cusco,108,106,2,3,3,0,
15/04/2020,38,6,Arequipa,101,99,2,5,5,0,
15/04/2020,36,6,Ica,98,76,22,2,2,0,
15/04/2020,23,4,Tumbes,82,69,13,10,4,6,
15/04/2020,27,4,Junin,79,68,11,1,1,0,
15/04/2020,24,4,San Martin,48,23,25,1,1,0,
15/04/2020,37,6,Huanuco,39,15,24,0,0,0,
15/04/2020,6,1,Ucayali,32,32,0,0,0,0,
15/04/2020,8,2,Amazonas,25,25,0,0,0,0,
15/04/2020,18,3,Ayacucho,22,15,7,0,0,0,
15/04/2020,22,4,Cajamarca,20,19,1,1,0,1,
15/04/2020,13,2,Apurimac,20,10,10,0,0,0,
15/04/2020,29,5,Madre de Dios,19,19,0,0,0,0,
15/04/2020,11,2,Moquegua,16,13,3,0,0,0,
15/04/2020,20,3,Pasco,11,11,0,0,0,0,
15/04/2020,15,3,Huancavelica,11,10,1,1,1,0,
15/04/2020,18,3,Tacna,10,9,1,0,0,0,
15/04/2020,9,2,Puno,2,2,0,0,0,0,
16/04/2020,42,7,Lima,9107,8412,695,129,117,12,
16/04/2020,33,5,Callao,1008,939,69,27,24,3,
16/04/2020,33,5,Lambayeque,571,428,143,54,53,1,
16/04/2020,31,5,Loreto,412,396,16,10,10,0,
16/04/2020,33,5,Piura,233,229,4,14,14,0,
16/04/2020,33,5,La Libertad,193,184,9,9,7,2,
16/04/2020,33,5,Ancash,171,144,27,5,5,0,
16/04/2020,39,6,Arequipa,111,101,10,5,5,0,
16/04/2020,35,6,Cusco,109,108,1,3,3,0,
16/04/2020,37,6,Ica,106,98,8,2,2,0,
16/04/2020,24,4,Tumbes,85,82,3,10,10,0,
16/04/2020,28,5,Junin,79,79,0,1,1,0,
16/04/2020,7,2,Ucayali,49,32,17,2,0,2,
16/04/2020,25,4,San Martin,47,48,-1,1,1,0,
16/04/2020,38,6,Huanuco,42,39,3,0,0,0,
16/04/2020,9,2,Amazonas,23,25,-2,0,0,0,
16/04/2020,19,3,Ayacucho,23,22,1,0,0,0,
16/04/2020,23,4,Cajamarca,22,20,2,1,1,0,
16/04/2020,14,3,Apurimac,22,20,2,0,0,0,
16/04/2020,12,2,Moquegua,21,16,5,0,0,0,
16/04/2020,30,5,Madre de Dios,19,19,0,0,0,0,
16/04/2020,19,3,Tacna,14,10,4,0,0,0,
16/04/2020,21,4,Pasco,11,11,0,0,0,0,
16/04/2020,16,3,Huancavelica,11,11,0,1,1,0,
16/04/2020,10,2,Puno,2,2,0,0,0,0,
17/04/2020,43,7,Lima,9793,9107,686,129,129,0,
17/04/2020,34,5,Callao,1080,1008,72,27,27,0,
17/04/2020,34,5,Lambayeque,600,571,29,63,54,9,
17/04/2020,32,5,Loreto,431,412,19,10,10,0,
17/04/2020,34,5,Piura,264,233,31,15,14,1,
17/04/2020,34,5,La Libertad,194,193,1,16,9,7,
17/04/2020,34,5,Ancash,189,171,18,13,5,8,
17/04/2020,40,6,Arequipa,134,111,23,5,5,0,
17/04/2020,36,6,Cusco,112,109,3,3,3,0,
17/04/2020,38,6,Ica,119,106,13,2,2,0,
17/04/2020,29,5,Junin,101,79,22,1,1,0,
17/04/2020,25,4,Tumbes,86,85,1,10,10,0,
17/04/2020,8,2,Ucayali,56,49,7,2,2,0,
17/04/2020,26,4,San Martin,49,47,2,1,1,0,
17/04/2020,10,2,Amazonas,46,23,23,0,0,0,
17/04/2020,39,6,Huanuco,45,42,3,0,0,0,
17/04/2020,24,4,Cajamarca,38,22,16,2,1,1,
17/04/2020,15,3,Apurimac,32,22,10,0,0,0,
17/04/2020,13,2,Moquegua,24,21,3,0,0,0,
17/04/2020,20,3,Ayacucho,23,23,0,0,0,0,
17/04/2020,31,5,Madre de Dios,21,19,2,0,0,0,
17/04/2020,20,3,Tacna,20,14,6,0,0,0,
17/04/2020,17,3,Huancavelica,17,11,6,1,1,0,
17/04/2020,22,4,Pasco,13,11,2,0,0,0,
17/04/2020,11,2,Puno,2,2,0,0,0,0,
18/04/2020,44,7,Lima,10234,9793,441,144,129,15,
18/04/2020,35,6,Callao,1180,1080,100,34,27,7,
18/04/2020,35,6,Lambayeque,642,600,42,75,63,12,
18/04/2020,33,5,Loreto,485,431,54,10,10,0,
18/04/2020,35,6,Piura,344,264,80,24,15,9,
18/04/2020,35,6,Ancash,217,189,28,13,13,0,
18/04/2020,35,6,La Libertad,211,194,17,16,16,0,
18/04/2020,41,6,Arequipa,146,134,12,5,5,0,
18/04/2020,30,5,Junin,130,101,29,1,1,0,
18/04/2020,39,6,Ica,124,119,5,6,2,4,
18/04/2020,37,6,Cusco,123,112,11,3,3,0,
18/04/2020,26,4,Tumbes,86,86,0,10,10,0,
18/04/2020,27,4,San Martin,81,49,32,1,1,0,
18/04/2020,9,2,Ucayali,73,56,17,3,2,1,
18/04/2020,40,6,Huanuco,64,45,19,0,0,0,
18/04/2020,25,4,Cajamarca,52,38,14,2,2,0,
18/04/2020,11,2,Amazonas,51,46,5,0,0,0,
18/04/2020,16,3,Apurimac,35,32,3,0,0,0,
18/04/2020,21,4,Ayacucho,29,23,6,0,0,0,
18/04/2020,21,4,Tacna,28,20,8,0,0,0,
18/04/2020,14,3,Moquegua,28,24,4,0,0,0,
18/04/2020,32,5,Madre de Dios,21,21,0,0,0,0,
18/04/2020,18,3,Huancavelica,18,17,1,1,1,0,
18/04/2020,23,4,Pasco,13,13,0,0,0,0,
18/04/2020,12,2,Puno,5,2,3,0,0,0,
19/04/2020,45,7,Lima,10877,10234,643,169,144,25,
19/04/2020,36,6,Callao,1239,1180,59,34,34,0,
19/04/2020,36,6,Lambayeque,671,642,29,81,75,6,
19/04/2020,34,5,Loreto,552,485,67,14,10,4,
19/04/2020,36,6,Piura,420,344,76,37,24,13,
19/04/2020,36,6,Ancash,251,217,34,16,13,3,
19/04/2020,36,6,La Libertad,232,211,21,17,16,1,
19/04/2020,42,7,Arequipa,192,146,46,5,5,0,
19/04/2020,27,4,Tumbes,183,86,97,10,10,0,
19/04/2020,31,5,Junin,150,130,20,1,1,0,
19/04/2020,40,6,Ica,141,124,17,6,6,0,
19/04/2020,38,6,Cusco,130,123,7,3,3,0,
19/04/2020,10,2,Ucayali,97,73,24,3,3,0,
19/04/2020,28,5,San Martin,94,81,13,1,1,0,
19/04/2020,41,6,Huanuco,83,64,19,0,0,0,
19/04/2020,26,4,Cajamarca,61,52,9,2,2,0,
19/04/2020,12,2,Amazonas,51,51,0,0,0,0,
19/04/2020,17,3,Apurimac,35,35,0,0,0,0,
19/04/2020,22,4,Tacna,35,28,7,0,0,0,
19/04/2020,22,4,Ayacucho,33,29,4,0,0,0,
19/04/2020,15,3,Moquegua,30,28,2,0,0,0,
19/04/2020,33,5,Madre de Dios,25,21,4,0,0,0,
19/04/2020,19,3,Huancavelica,20,18,2,1,1,0,
19/04/2020,24,4,Pasco,18,13,5,0,0,0,
19/04/2020,13,2,Puno,8,5,3,0,0,0,
20/04/2020,46,7,Lima,11297,10877,420,199,169,30,
20/04/2020,37,6,Callao,1282,1239,43,35,34,1,
20/04/2020,37,6,Lambayeque,675,671,4,89,81,8,
20/04/2020,35,6,Loreto,585,552,33,14,14,0,
20/04/2020,37,6,Piura,436,420,16,37,37,0,
20/04/2020,37,6,Ancash,275,251,24,19,16,3,
20/04/2020,37,6,La Libertad,253,232,21,17,17,0,
20/04/2020,43,7,Arequipa,229,192,37,8,5,3,
20/04/2020,28,5,Tumbes,184,183,1,10,10,0,
20/04/2020,32,5,Junin,155,150,5,1,1,0,
20/04/2020,41,6,Ica,145,141,4,6,6,0,
20/04/2020,39,6,Cusco,130,130,0,3,3,0,
20/04/2020,11,2,Ucayali,120,97,23,3,3,0,
20/04/2020,29,5,San Martin,94,94,0,1,1,0,
20/04/2020,42,7,Huanuco,83,83,0,0,0,0,
20/04/2020,34,5,Madre de Dios,64,25,39,0,0,0,
20/04/2020,27,4,Cajamarca,62,61,1,2,2,0,
20/04/2020,13,2,Amazonas,55,51,4,0,0,0,
20/04/2020,18,3,Apurimac,40,35,5,0,0,0,
20/04/2020,23,4,Tacna,35,35,0,0,0,0,
20/04/2020,23,4,Ayacucho,35,33,2,0,0,0,
20/04/2020,16,3,Moquegua,30,30,0,0,0,0,
20/04/2020,20,3,Huancavelica,21,20,1,1,1,0,
20/04/2020,25,4,Pasco,32,18,14,0,0,0,
20/04/2020,14,3,Puno,8,8,0,0,0,0,
21/04/2020,47,7,Lima,12256,11297,959,227,199,28,
21/04/2020,38,6,Callao,1369,1282,87,36,35,1,
21/04/2020,38,6,Lambayeque,741,675,66,90,89,1,
21/04/2020,36,6,Loreto,617,585,32,19,14,5,
21/04/2020,38,6,Piura,475,436,39,37,37,0,
21/04/2020,38,6,Ancash,334,275,59,23,19,4,
21/04/2020,38,6,La Libertad,303,253,50,17,17,0,
21/04/2020,44,7,Arequipa,273,229,44,8,8,0,
21/04/2020,29,5,Tumbes,198,184,14,10,10,0,
21/04/2020,42,7,Ica,195,145,50,6,6,0,
21/04/2020,33,5,Junin,178,155,23,1,1,0,
21/04/2020,12,2,Ucayali,149,120,29,3,3,0,
21/04/2020,40,6,Cusco,132,130,2,3,3,0,
21/04/2020,30,5,San Martin,100,94,6,1,1,0,
21/04/2020,43,7,Huanuco,91,83,8,0,0,0,
21/04/2020,28,5,Cajamarca,73,62,11,2,2,0,
21/04/2020,35,6,Madre de Dios,66,64,2,0,0,0,
21/04/2020,14,3,Amazonas,58,55,3,0,0,0,
21/04/2020,19,3,Apurimac,42,40,2,0,0,0,
21/04/2020,24,4,Tacna,42,35,7,0,0,0,
21/04/2020,17,3,Moquegua,41,30,11,0,0,0,
21/04/2020,26,4,Pasco,39,32,7,0,0,0,
21/04/2020,24,4,Ayacucho,38,35,3,0,0,0,
21/04/2020,21,4,Huancavelica,16,21,-5,1,1,0,
21/04/2020,15,3,Puno,11,8,3,0,0,0,
22/04/2020,48,7,Lima,13214,12256,958,247,227,20,
22/04/2020,39,6,Callao,1416,1369,47,39,36,3,
22/04/2020,39,6,Lambayeque,864,741,123,97,90,7,
22/04/2020,37,6,Loreto,653,617,36,23,19,4,
22/04/2020,39,6,Piura,514,475,39,45,37,8,
22/04/2020,39,6,Ancash,365,334,31,26,23,3,
22/04/2020,39,6,La Libertad,318,303,15,17,17,0,
22/04/2020,45,7,Arequipa,276,273,3,8,8,0,
22/04/2020,43,7,Ica,213,195,18,6,6,0,
22/04/2020,34,5,Junin,207,178,29,1,1,0,
22/04/2020,30,5,Tumbes,205,198,7,10,10,0,
22/04/2020,13,2,Ucayali,172,149,23,3,3,0,
22/04/2020,41,6,Cusco,147,132,15,3,3,0,
22/04/2020,44,7,Huanuco,114,91,23,0,0,0,
22/04/2020,31,5,San Martin,107,100,7,1,1,0,
22/04/2020,29,5,Cajamarca,78,73,5,2,2,0,
22/04/2020,36,6,Madre de Dios,71,66,5,0,0,0,
22/04/2020,15,3,Amazonas,60,58,2,0,0,0,
22/04/2020,18,3,Moquegua,48,41,7,0,0,0,
22/04/2020,27,4,Pasco,46,39,7,1,0,1,
22/04/2020,20,3,Apurimac,46,42,4,0,0,0,
22/04/2020,25,4,Tacna,44,42,2,0,0,0,
22/04/2020,25,4,Ayacucho,38,38,0,0,0,0,
22/04/2020,22,4,Huancavelica,19,16,3,1,1,0,
22/04/2020,16,3,Puno,15,11,4,0,0,0,
23/04/2020,49,8,Lima,14300,13214,1086,267,247,20,
23/04/2020,40,6,Callao,1536,1416,120,39,39,0,
23/04/2020,40,6,Lambayeque,968,864,104,111,97,14,
23/04/2020,38,6,Loreto,700,653,47,23,23,0,
23/04/2020,40,6,Piura,568,514,54,45,45,0,
23/04/2020,40,6,La Libertad,391,318,73,17,17,0,
23/04/2020,40,6,Ancash,352,365,-13,28,26,2,
23/04/2020,46,7,Arequipa,291,276,15,8,8,0,
23/04/2020,44,7,Ica,248,213,35,6,6,0,
23/04/2020,31,5,Tumbes,233,205,28,16,10,6,
23/04/2020,14,3,Ucayali,210,172,38,3,3,0,
23/04/2020,35,6,Junin,206,207,-1,1,1,0,
23/04/2020,42,7,Cusco,158,147,11,3,3,0,
23/04/2020,45,7,Huanuco,116,114,2,0,0,0,
23/04/2020,32,5,San Martin,111,107,4,1,1,0,
23/04/2020,30,5,Cajamarca,90,78,12,2,2,0,
23/04/2020,37,6,Madre de Dios,77,71,6,0,0,0,
23/04/2020,16,3,Amazonas,64,60,4,0,0,0,
23/04/2020,21,4,Apurimac,52,46,6,0,0,0,
23/04/2020,19,3,Moquegua,52,48,4,0,0,0,
23/04/2020,26,4,Tacna,50,44,6,0,0,0,
23/04/2020,28,5,Pasco,48,46,2,1,1,0,
23/04/2020,26,4,Ayacucho,39,38,1,0,0,0,
23/04/2020,17,3,Puno,33,15,18,0,0,0,
23/04/2020,23,4,Huancavelica,21,19,2,1,1,0,
24/04/2020,50,8,Lima,14814,14300,514,290,267,23,
24/04/2020,41,6,Callao,1591,1536,55,40,39,1,
24/04/2020,41,6,Lambayeque,974,968,6,119,111,8,
24/04/2020,39,6,Loreto,708,700,8,29,23,6,
24/04/2020,41,6,Piura,585,568,17,45,45,0,
24/04/2020,41,6,La Libertad,410,391,19,23,17,6,
24/04/2020,41,6,Ancash,361,352,9,29,28,1,
24/04/2020,47,7,Arequipa,311,291,20,10,8,2,
24/04/2020,45,7,Ica,258,248,10,6,6,0,
24/04/2020,32,5,Tumbes,234,233,1,19,16,3,
24/04/2020,15,3,Ucayali,226,210,16,11,3,8,
24/04/2020,36,6,Junin,219,206,13,4,1,3,
24/04/2020,43,7,Cusco,160,158,2,3,3,0,
24/04/2020,33,5,San Martin,117,116,1,1,1,0,
24/04/2020,46,7,Huanuco,116,111,5,1,0,1,
24/04/2020,31,5,Cajamarca,92,90,2,2,2,0,
24/04/2020,38,6,Madre de Dios,80,77,3,0,0,0,
24/04/2020,17,3,Amazonas,65,64,1,0,0,0,
24/04/2020,29,5,Pasco,61,52,9,1,1,0,
24/04/2020,27,4,Tacna,59,52,7,0,0,0,
24/04/2020,20,3,Moquegua,57,50,7,0,0,0,
24/04/2020,22,4,Apurimac,53,48,5,0,0,0,
24/04/2020,27,4,Ayacucho,40,39,1,0,0,0,
24/04/2020,18,3,Puno,34,33,1,0,0,0,
24/04/2020,24,4,Huancavelica,23,21,2,1,1,0,
25/04/2020,51,8,Lima,16567,14814,1753,303,290,13,
25/04/2020,42,7,Callao,2436,1591,845,44,40,4,
25/04/2020,42,7,Lambayeque,1388,974,414,119,119,0,
25/04/2020,40,6,Loreto,742,708,34,36,29,7,
25/04/2020,42,7,Piura,669,585,84,79,45,34,
25/04/2020,42,7,La Libertad,481,410,71,23,23,0,
25/04/2020,42,7,Ancash,464,361,103,33,29,4,
25/04/2020,48,7,Arequipa,364,311,53,10,10,0,
25/04/2020,16,3,Ucayali,323,226,97,14,11,3,
25/04/2020,46,7,Ica,268,258,10,6,6,0,
25/04/2020,37,6,Junin,257,219,38,4,4,0,
25/04/2020,33,5,Tumbes,240,234,6,19,19,0,
25/04/2020,44,7,Cusco,174,160,14,3,3,0,
25/04/2020,47,7,Huanuco,160,116,44,1,1,0,
25/04/2020,34,5,San Martin,121,117,4,1,1,0,
25/04/2020,32,5,Cajamarca,105,92,13,2,2,0,
25/04/2020,39,6,Madre de Dios,91,80,11,0,0,0,
25/04/2020,21,4,Moquegua,73,57,16,0,0,0,
25/04/2020,30,5,Pasco,68,61,7,1,1,0,
25/04/2020,18,3,Amazonas,67,65,2,0,0,0,
25/04/2020,28,5,Tacna,67,59,8,1,0,1,
25/04/2020,19,3,Puno,65,34,31,0,0,0,
25/04/2020,23,4,Apurimac,63,53,10,0,0,0,
25/04/2020,28,5,Ayacucho,45,40,5,0,0,0,
25/04/2020,25,4,Huancavelica,33,23,10,1,1,0,
26/04/2020,52,8,Lima,17884,16567,1317,303,303,0,
26/04/2020,43,7,Callao,2615,2436,179,44,44,0,
26/04/2020,43,7,Lambayeque,1602,1388,214,143,119,24,
26/04/2020,41,6,Loreto,786,742,44,39,36,3,
26/04/2020,43,7,Piura,790,669,121,79,79,0,
26/04/2020,43,7,La Libertad,503,481,22,23,23,0,
26/04/2020,43,7,Ancash,506,464,42,35,33,2,
26/04/2020,49,8,Arequipa,396,364,32,10,10,0,
26/04/2020,17,3,Ucayali,349,323,26,14,14,0,
26/04/2020,47,7,Ica,284,268,16,6,6,0,
26/04/2020,38,6,Junin,284,257,27,4,4,0,
26/04/2020,34,5,Tumbes,250,240,10,19,19,0,
26/04/2020,45,7,Cusco,182,174,8,3,3,0,
26/04/2020,48,7,Huanuco,167,160,7,0,1,-1,
26/04/2020,35,6,San Martin,151,121,30,1,1,0,
26/04/2020,33,5,Cajamarca,128,105,23,2,2,0,
26/04/2020,40,6,Madre de Dios,94,91,3,0,0,0,
26/04/2020,22,4,Moquegua,92,73,19,0,0,0,
26/04/2020,31,5,Pasco,78,68,10,1,1,0,
26/04/2020,19,3,Amazonas,78,67,11,0,0,0,
26/04/2020,29,5,Tacna,68,67,1,1,1,0,
26/04/2020,20,3,Puno,69,65,4,0,0,0,
26/04/2020,24,4,Apurimac,68,63,5,0,0,0,
26/04/2020,29,5,Ayacucho,53,45,8,0,0,0,
26/04/2020,26,4,Huancavelica,40,33,7,1,1,0,
27/04/2020,53,8,Lima,18571,17884,687,332,303,29,
27/04/2020,44,7,Callao,2672,2615,57,50,44,6,
27/04/2020,44,7,Lambayeque,1651,1602,49,149,143,6,
27/04/2020,42,7,Loreto,827,786,41,39,39,0,
27/04/2020,44,7,Piura,816,790,26,92,79,13,
27/04/2020,44,7,La Libertad,553,503,50,23,23,0,
27/04/2020,44,7,Ancash,547,506,41,34,35,-1,
27/04/2020,50,8,Arequipa,479,396,83,11,10,1,
27/04/2020,18,3,Ucayali,370,349,21,14,14,0,
27/04/2020,48,7,Ica,339,284,55,6,6,0,
27/04/2020,39,6,Junin,290,284,6,4,4,0,
27/04/2020,35,6,Tumbes,250,250,0,19,19,0,
27/04/2020,46,7,Cusco,196,182,14,3,3,0,
27/04/2020,49,8,Huanuco,167,167,0,0,0,0,
27/04/2020,36,6,San Martin,166,151,15,1,1,0,
27/04/2020,34,5,Cajamarca,141,128,13,2,2,0,
27/04/2020,23,4,Moquegua,94,92,2,0,0,0,
